Date Recorded,List Year,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Longitude,Latitude
2021-09-01,2020,East Haddam,27 SIMS RD,173680.0,399000.0,0.4352,Residential,Single Family,-72.42858,41.47951
2020-10-14,2020,Greenwich,402A SOUND BEACH AVENUE,3581270.0,4237500.0,0.8451,Residential,Single Family,-73.56333,41.02104
2021-06-21,2020,Colchester,12 APPLE LN,198700.0,380000.0,0.5228,Residential,Single Family,-72.44396,41.57795
2021-05-04,2020,Farmington,23  ORCHARD RD,155160.0,275000.0,0.5642,Residential,Single Family,,
2021-02-23,2020,Mansfield,29 JONATHAN LA,197500.0,322000.0,0.6133,Residential,Single Family,-72.26046,41.80241
2021-06-11,2020,Guilford,66-32 HIGH ST,695000.0,1100000.0,0.6318,Residential,Condo,-72.68215,41.27851
2020-10-23,2020,Hartford,44 NEWBURY ST,70735.0,277000.0,0.2553,Residential,Three Family,,
2020-10-19,2020,Bristol,32 MARLENE ST,127190.0,287000.0,0.443170732,Residential,Single Family,,
2021-08-31,2020,Beacon Falls,7 WHITE BIRCH LANE,135920.0,335000.0,0.4057,Residential,Single Family,-73.07972,41.4255
2020-11-25,2020,Bristol,895 MATTHEWS ST UN 53,56840.0,110000.0,0.5167,Residential,Condo,,
2020-12-29,2020,Glastonbury,163 FELDSPAR RDG,485700.0,720000.0,0.6745,Residential,Single Family,-72.55657,41.69396
2020-12-04,2020,Guilford,23 STREAMVIEW CIRCLE,185470.0,329900.0,0.5622,Residential,Single Family,,
2020-11-10,2020,Darien,4 PARSONS WALK,1052450.0,1800000.0,0.5846,Residential,Single Family,-73.48484,41.07753
2021-05-20,2020,Bethel,13 MILWAUKEE AVENUE,154070.0,254000.0,0.606574803,Residential,Single Family,,
2021-06-25,2020,East Hartford,48-50 GOVERNOR ST,146010.0,245000.0,0.5959,Residential,Three Family,,
2021-08-09,2020,Greenwich,1465 EAST PUTNAM AVENUE #519,216510.0,370000.0,0.5851,Residential,Condo,,
2021-07-26,2020,Bristol,30 DORSET HORN LN,288770.0,450000.0,0.6417,Residential,Single Family,,
2021-05-18,2020,East Hartford,15 DOBSON DR,92590.0,200000.0,0.4629,Residential,Single Family,,
2021-09-03,2020,East Lyme,28 SAUNDERS DR,218050.0,410000.0,0.5318,Residential,Single Family,,
2021-09-27,2020,Groton,48 MARINERS LN,285740.0,505000.0,0.5658,Residential,Single Family,,
2021-05-04,2020,East Lyme,28 ALEXANDER DR,297710.0,540000.0,0.5513,Residential,Single Family,-72.22706,41.35196
2021-02-23,2020,Bloomfield,8 JULIE LANE,134050.0,200000.0,0.6702,Residential,Single Family,,
2021-02-22,2020,East Hartford,73 COOPER BEECH WAY,113030.0,225000.0,0.5023,Residential,Single Family,-72.58246,41.76278
2021-05-06,2020,Cheshire,4 MARKS PL,292820.0,505000.0,0.5798,Residential,Single Family,,
2021-07-07,2020,Hartford,60 WADSWORTH ST,873600.0,4287500.0,0.2037,Apartments,,,
2021-01-06,2020,Berlin,365 MAIN STREET,177000.0,215000.0,0.8232,Commercial,,,
2021-03-23,2020,East Haven,29 HARWICH ST,102800.0,208500.0,0.493,Residential,Single Family,-72.86921,41.26232
2021-07-02,2020,Granby,21 FARMVIEW LN,169820.0,375000.0,0.4528,Residential,Single Family,-72.818,41.96764
2021-08-26,2020,Colchester,436 NEW LONDON RD,116900.0,277000.0,0.422021661,Residential,Single Family,,
2021-05-04,2020,Darien,741 HOLLOW TREE RIDGE RD,1987860.0,3400000.0,0.5846,Residential,Single Family,,
2021-07-01,2020,Cromwell,13 FREESTONE AVENUE,141680.0,291000.0,0.4868,Residential,Single Family,,
2020-12-03,2020,Berlin,131 ROBINDALE DRIVE,159900.0,46250.0,3.4572,Residential,Single Family,,
2021-04-27,2020,Burlington,232 MONCE RD - UNIT 1,75880.0,125000.0,0.607,Residential,Condo,-72.90779,41.73011
2021-05-18,2020,East Hartford,50 HUDSON ST,81410.0,171000.0,0.476,Residential,Single Family,-72.60468,41.77417
2020-12-15,2020,Ansonia,3 FRANKLIN ST,166200.0,319000.0,0.521,Residential,Three Family,-73.08406,41.34449
2021-08-31,2020,Avon,43 LEXINGTON ROAD,299160.0,480000.0,0.6232,Residential,Single Family,,
2021-08-06,2020,Coventry,1034 MAIN ST,110400.0,250000.0,0.4416,Commercial,,,
2021-03-29,2020,Greenwich,19 RICHMOND DRIVE,738080.0,1145000.0,0.6446,Residential,Single Family,-73.56972,41.04118
2021-05-05,2020,Danbury,27 CROWS NEST LA 17I,109300.0,245000.0,0.4461,Residential,Condo,,
2021-08-25,2020,Groton,180 PROSPECT HILL RD,150010.0,337700.0,0.4442,Residential,Single Family,-71.9974,41.32856
2021-01-11,2020,Bethel,17 SUNSET HILL ROAD,298480.0,426400.0,0.7,Residential,Single Family,,
2021-01-06,2020,Manchester,19 TANIA DRIVE,229800.0,325000.0,0.707,Residential,Single Family,-72.48013,41.7632
2021-06-30,2020,Canton,605 TIMBER LANE,106040.0,195000.0,0.5437,Residential,Condo,,
2020-10-19,2020,Chester,34 WEST MAIN ST,192370.0,330000.0,0.5829,Residential,Single Family,,
2021-04-20,2020,Colchester,53 HOMONICK RD,122000.0,215000.0,0.5674,Residential,Single Family,-72.29307,41.5355
2021-07-21,2020,Danbury,103 KOHANZA ST 103-B,72700.0,155900.0,0.4663,Residential,Condo,,
2021-08-31,2020,Farmington,6 PARK POND PLACE,429960.0,2050000.0,0.2097,Commercial,,,
2021-01-20,2020,Enfield,612 HAZARD AVE,1771000.0,1000000.0,1.771,Commercial,,,
2021-07-15,2020,Cheshire,420 W MAIN ST,117510.0,239000.0,0.4916,Residential,Single Family,,
2021-06-07,2020,East Hartford,66  PLAIN DR,12619520.0,44850000.0,0.2813,Apartments,,,
2020-10-06,2020,Enfield,14 STEELE RD,142840.0,273000.0,0.5232,Residential,Single Family,-72.57482,41.95729
2021-05-28,2020,East Hartford,51 WAKEFIELD CIR,56970.0,99900.0,0.5702,Residential,Condo,-72.60661,41.76029
2021-01-04,2020,Hartford,347 HILLSIDE AVE,75810.0,295100.0,0.2568,Residential,Three Family,,
2021-07-01,2020,Goshen,42 BUEFORD CT,212320.0,515000.0,0.4122,Residential,Single Family,-73.25659,41.82058
2021-09-21,2020,East Granby,2 SADDLE DRIVE,161400.0,340000.0,0.4747,Residential,Single Family,-72.74961,41.95508
2020-10-13,2020,Bristol,79 BETHS AVE UN 94,44380.0,81500.0,0.5445,Residential,Condo,,
2021-06-01,2020,Groton,1425 NORTH RD,138320.0,380000.0,0.364,Residential,Single Family,-72.02725,41.39202
2021-04-13,2020,Danbury,7 ASPEN WAY,196700.0,370000.0,0.5316,Residential,Single Family,-73.42449,41.45276
2021-08-13,2020,Bristol,805 TERRYILLE AVE,158760.0,170000.0,0.9338,Commercial,,-72.97851,41.68136
2021-06-28,2020,Brookfield,43 GREAT HERON LANE,350000.0,520000.0,0.673,Residential,Condo,-73.41354,41.4902
2021-09-13,2020,East Hartford,30 SHAWNEE RD,17870.0,5000.0,3.574,Residential,Condo,,
2021-03-16,2020,Glastonbury,103 SPRING ST,131600.0,147000.0,0.8952,Residential,Single Family,-72.60952,41.72022
2020-10-20,2020,Greenwich,45 ETTL LANE UN 405,438830.0,600000.0,0.7313,Residential,Condo,,
2021-08-06,2020,East Lyme,31 ARBOR CROSSING,13440.0,753691.0,0.0178,Residential,Single Family,-72.23875,41.36878
2021-07-08,2020,Greenwich,187 SHORE ROAD,1983660.0,3378375.0,0.5871,Residential,Single Family,,
2021-02-04,2020,Cheshire,950 NOTCH RD,205900.0,390000.0,0.5279,Residential,Single Family,-72.9285,41.51468
2021-04-26,2020,Enfield,27 PHEASANT HILL DR,149320.0,216000.0,0.6912,Residential,Condo,,
2021-03-02,2020,Danbury,55 OIL MILL RD 16,86400.0,170000.0,0.5082,Residential,Condo,,
2021-03-11,2020,Chaplin,69 SO BEDLAM RD,164100.0,256100.0,0.6407,Residential,Single Family,-72.13613,41.77716
2021-09-02,2020,Glastonbury,128 SOUTH MILL DR,196100.0,336000.0,0.5836,Residential,Condo,-72.6016,41.66377
2021-03-29,2020,Bristol,211 TYLER WAY,166600.0,350000.0,0.476,Residential,Single Family,,
2020-11-17,2020,Groton,90 ATLANTIC AVE,632100.0,785000.0,0.80522293,Residential,Single Family,-72.01462,41.31575
2021-07-02,2020,Greenwich,4 CEDARWOOD DRIVE,2265480.0,3525000.0,0.6426,Residential,Single Family,-73.6293,41.05675
2021-07-09,2020,Manchester,109 RIDGE STREET,142900.0,337500.0,0.4234,Residential,Two Family,,
2020-12-03,2020,Enfield,398 ELM ST,168860.0,280000.0,0.603,Residential,Single Family,,
2021-08-31,2020,Bloomfield,13 HAVILAND ROAD,157290.0,332000.0,0.47376506,Residential,Single Family,-72.73225,41.8135
2021-09-07,2020,Griswold,71 BROWNING RD,164080.0,330000.0,0.4972,Residential,Single Family,,
2021-04-07,2020,Greenwich,60 PROSPECT STREET UNB,537460.0,750000.0,0.7166,Residential,Condo,-73.63382,41.02326
2021-01-04,2020,Glastonbury,28 STEVENS LN,146800.0,225000.0,0.6524,Residential,Single Family,,
2021-02-24,2020,Groton,404 NOANK LEDYARD RD,181440.0,279000.0,0.650322581,Residential,Single Family,,
2020-11-19,2020,Griswold,24 ANTHONY ST UNIT 24,42070.0,89900.0,0.467964405,Residential,Condo,-71.98578,41.60514
2020-12-07,2020,Danbury,26 SEMINOLE DR,204400.0,315000.0,0.6488,Residential,Single Family,-73.47925,41.41186
2020-12-21,2020,East Hartford,37 RIDGEWOOD RD,101930.0,200000.0,0.5096,Residential,Single Family,-72.59178,41.76727
2020-12-29,2020,Danbury,23 BERKSHIRE DR,173100.0,92587.0,1.8695,Residential,Single Family,,
2021-04-27,2020,Enfield,5 ELEANOR RD,100370.0,215000.0,0.4668,Residential,Single Family,,
2021-07-09,2020,Enfield,26 THEODORE ST,130340.0,313500.0,0.4157,Residential,Single Family,,
2021-07-20,2020,Groton,149-151 MONUMENT ST,196210.0,235000.0,0.83493617,Residential,Four Family,,
2021-06-04,2020,Lebanon,PIGEON SWAMP RD (231-5.005),10350.0,230000.0,0.045,Vacant Land,,,
2021-03-11,2020,Greenwich,2 COS COB AVENUE UN 2 1/2R,494340.0,760000.0,0.6504,Residential,Condo,-73.595,41.04181
2020-10-13,2020,Easton,4 LILAC LANE,400300.0,540000.0,0.7412,Residential,Single Family,-73.34957,41.20459
2021-06-21,2020,Cheshire,1280 PECK LANE,208530.0,335000.0,0.6224,Residential,Single Family,,
2020-12-29,2020,Groton,15 BURGESS PL,109760.0,210000.0,0.5226,Residential,Single Family,-72.07496,41.34092
2021-02-22,2020,Granby,275 SALMON BROOK ST,128030.0,224900.0,0.5692,Residential,Single Family,,
2021-04-15,2020,Darien,402 WEST AVE,586180.0,675000.0,0.8684,Residential,Single Family,-73.50937,41.07248
2020-10-05,2020,Guilford,51 THORN HILL RD,286270.0,512899.0,0.5581,Residential,Single Family,-72.72024,41.32029
2021-06-09,2020,Berlin,6 HAWKS LANDING,98600.0,170000.0,0.58,Vacant Land,,,
2021-01-12,2020,Guilford,405 WHITFIELD ST,350120.0,1850000.0,0.189254054,Commercial,,-72.67099,41.27373
2021-05-25,2020,Harwinton,37 TWENTY FOUR BUMPER,78990.0,120000.0,0.6582,Residential,Single Family,,
2021-02-02,2020,Danbury,47 WARRINGTON RN,234800.0,536000.0,0.438,Residential,Condo,-73.53516,41.38853
2020-10-26,2020,Greenwich,2 HOLLY WAY,2423400.0,2200000.0,1.1015,Residential,Single Family,-73.59304,41.06105
2020-10-07,2020,Killingly,363 VALLEY RD,100660.0,185000.0,0.5441,Residential,Single Family,,
2021-08-16,2020,Andover,23 CHESTER BROOKS LANE,295500.0,575000.0,0.5139,Residential,Single Family,,
2021-09-13,2020,Goshen,SHEARSHOP ROAD,118890.0,125972.0,0.9437,Residential,Single Family,,
2020-10-19,2020,Lebanon,31 SCENIC RD,108350.0,240000.0,0.4514,Residential,Single Family,,
2021-01-12,2020,East Hartford,98 KINGSTON DR,175730.0,288000.0,0.6101,Residential,Single Family,-72.5812,41.75236
2021-06-30,2020,Cheshire,201 DEEPWOOD DR,133090.0,305000.0,0.4363,Residential,Single Family,,
2020-10-13,2020,Glastonbury,224 CAVAN LN,156200.0,279900.0,0.558,Residential,Single Family,-72.57624,41.71483
2021-08-03,2020,Hartford,41 BROWN ST,69531.0,190000.0,0.3659,Residential,Two Family,,
2021-01-14,2020,Griswold,61 SOUTH MAIN ST UNIT 204,77000.0,176000.0,0.4375,Residential,Condo,-72.64947,41.55449
2021-09-22,2020,Berlin,61 CROOKED BROOK LN,280600.0,450000.0,0.6235,Residential,Single Family,,
2020-12-30,2020,Bristol,15-17 CARLSON ST,119280.0,150000.0,0.7952,Residential,Two Family,-72.94251,41.6658
2021-05-14,2020,East Haven,3 GLEN HAVEN RD,117710.0,226000.0,0.5208,Residential,Single Family,,
2021-01-05,2020,Kent,433 KENT CORNWALL RD U2,159200.0,270000.0,0.58962963,Residential,Condo,-73.41992,41.77505
2021-02-22,2020,East Haven,1 BIRCH LN #H,60270.0,91000.0,0.6623,Residential,Condo,,
2020-11-06,2020,Brookfield,24 BROOKFIELD MEADOWS,310030.0,460000.0,0.673978261,Residential,Single Family,,
2021-07-01,2020,Brookfield,17 OAK CREST DR,175770.0,370000.0,0.475054054,Residential,Single Family,-73.40565,41.44887
2020-10-20,2020,Killingly,121 RIVER ST,81900.0,144100.0,0.5683,Residential,Single Family,-71.88946,41.81118
2021-09-07,2020,Groton,24 FOREST AVE,125160.0,267000.0,0.4687,Residential,Single Family,-72.00495,41.38976
2020-10-30,2020,Avon,123 WRIGHT DRIVE,444280.0,717000.0,0.6196,Residential,Single Family,-72.80909,41.7973
2020-12-04,2020,Kent,432B SEGAR MOUNTAIN RD,114100.0,325000.0,0.351,Residential,Single Family,,
2021-02-09,2020,Ansonia,130 N STATE ST,164100.0,388350.0,0.4225,Residential,Four Family,,
2020-12-14,2020,Bethel,11 BRIAR CLIFF MANOR,483000.0,725000.0,0.6662,Residential,Single Family,,
2021-08-30,2020,East Haven,105 KENNETH ST #C,47760.0,74900.0,0.6376,Residential,Condo,,
2021-08-25,2020,Greenwich,61 ORCHARD PLACE UN A,806680.0,1375000.0,0.5866,Residential,Condo,-73.61821,41.0195
2020-11-09,2020,Madison,30 HORSEPOND RD,229500.0,340000.0,0.675,Residential,Single Family,-72.58577,41.28703
2021-03-22,2020,Avon,22 TIMBER LANE,247660.0,232000.0,1.0675,Residential,Single Family,,
2021-03-16,2020,Bristol,52 OAKLAND ST,138670.0,248000.0,0.5591,Residential,Three Family,-72.93584,41.68003
2021-01-20,2020,Brookfield,7 ROLLINGWOOD DR UNIT 1E,86280.0,165000.0,0.522909091,Residential,Condo,,
2021-06-01,2020,Bristol,40 MATTHEWS ST UN 48,28630.0,55000.0,0.5205,Residential,Single Family,-72.95708,41.68208
2021-03-16,2020,East Hartford,34 LYDALL RD,100930.0,192000.0,0.5256,Residential,Single Family,-72.58775,41.75432
2020-11-10,2020,Groton,10 WEST MYSTIC AVE,523460.0,840000.0,0.623166667,Residential,Single Family,,
2021-02-08,2020,Berlin,454 MAIN STREET,126300.0,225000.0,0.561333333,Residential,Two Family,-72.71959,41.60554
2021-08-24,2020,Berlin,70 BUTTERNUT LN,183300.0,379000.0,0.4836,Residential,Single Family,,
2021-08-17,2020,Greenwich,6 OLD ORCHARD ROAD,760270.0,637500.0,1.192580392,Residential,Single Family,-73.58158,41.05319
2021-03-08,2020,Danbury,30 VIRGINIA AV,141900.0,210500.0,0.6741,Residential,Single Family,-73.44311,41.40927
2021-08-20,2020,Glastonbury,125 WICKHAM RD,312700.0,425000.0,0.7357,Residential,Single Family,,
2021-04-20,2020,Manchester,155 MAIN STREET UNIT 1A,100300.0,90000.0,1.1144,Commercial,,-72.52413,41.78809
2020-11-10,2020,Bridgewater,118 CLAPBOARD ROAD,368100.0,591500.0,0.6223,Residential,Single Family,-73.35613,41.53704
2020-12-01,2020,Madison,10 WALNUT HILL RD,395800.0,599900.0,0.6597,Residential,Single Family,-72.65034,41.35615
2020-12-02,2020,Canton,101 CHERRY BROOK ROAD,144930.0,180000.0,0.8051,Residential,Single Family,,
2021-08-19,2020,Farmington,68 MOUNTAIN RD,110750.0,135000.0,0.8203,Vacant Land,,-72.82216,41.71788
2021-02-03,2020,Brookfield,52 LONGVIEW DR,27150.0,17500.0,1.551428571,Vacant Land,,,
2020-12-02,2020,Avon,651 WATERVILLE ROAD,306660.0,638400.0,0.4803,Residential,Single Family,-72.81938,41.76142
2021-09-10,2020,Manchester,71 CHESTNUT STREET,153100.0,281000.0,0.5448,Residential,Three Family,,
2020-12-15,2020,East Lyme,20 MARION DR,156030.0,289000.0,0.5398,Residential,Single Family,,
2021-02-04,2020,Madison,225 SUMMER HILL RD,349800.0,490000.0,0.7138,Residential,Single Family,,
2021-03-31,2020,Branford,LANPHIERS COVE CAMP,917500.0,2300000.0,0.3989,Vacant Land,,,
2020-11-19,2020,Cromwell,51 COLES RD,156800.0,180000.0,0.8711,Residential,Single Family,-72.69644,41.6096
2021-08-31,2020,Ansonia,50 ROOSEVELT DR,94700.0,205000.0,0.4619,Residential,Single Family,,
2021-04-29,2020,Killingly,7 ATHOL ST,97440.0,123500.0,0.788987854,Residential,Single Family,,
2020-12-04,2020,Greenwich,79 SUMMIT ROAD,811440.0,1075000.0,0.7548,Residential,Single Family,-73.58027,41.03106
2020-10-22,2020,Burlington,5 ANGELAS WAY,298410.0,515000.0,0.5794,Residential,Single Family,,
2020-10-06,2020,Bristol,163 VERA RD,101080.0,175000.0,0.5776,Residential,Single Family,-72.89867,41.69385
2021-07-07,2020,Avon,14 WILLOW LANE,109470.0,142500.0,0.7682,Residential,Condo,-72.87489,41.76873
2021-01-22,2020,Cheshire,510 CORNWALL AVE,612060.0,350000.0,1.748742857,Commercial,,,
2020-12-29,2020,Berlin,448 ELTON ROAD,186400.0,299900.0,0.6215,Residential,Single Family,-72.77446,41.59537
2021-03-01,2020,Guilford,22 PILGRIM LN,243250.0,472000.0,0.5153,Residential,Single Family,-72.69576,41.3301
2021-03-30,2020,Berlin,1533 FARMINGTON AVE,220600.0,315000.0,0.7003,Residential,Two Family,-72.74667,41.62227
2021-05-17,2020,Bristol,705 LAKE AVE UN 43,82740.0,149900.0,0.5519,Residential,Condo,-72.9235,41.64708
2021-08-19,2020,East Haven,121 VIEW TERR,155540.0,272000.0,0.5718,Residential,Single Family,,
2021-08-24,2020,East Hartford,106-108 HIGBIE ST,96760.0,209900.0,0.4609,Residential,Two Family,-72.59526,41.77775
2020-11-19,2020,Bristol,474 BARLOW ST,73220.0,132000.0,0.5546,Residential,Single Family,-72.97775,41.68009
2021-09-03,2020,Avon,55 BRENTWOOD DRIVE,225110.0,430000.0,0.5235,Residential,Single Family,,
2021-05-25,2020,Manchester,67 PINE STREET,108200.0,50000.0,2.164,Residential,Two Family,-72.53056,41.77138
2021-08-03,2020,Greenwich,51 DOUBLING ROAD,1955100.0,2500000.0,0.782,Residential,Single Family,-73.6131,41.06279
2021-03-22,2020,East Haddam,21 LONGWOOD DR,76950.0,117500.0,0.6548,Residential,Single Family,,
2021-02-16,2020,Franklin,PLEASURE HILL RD,6270.0,775000.0,0.008,Vacant Land,,,
2021-03-08,2020,Manchester,390 HILLSTOWN ROAD,197800.0,330000.0,0.5993,Residential,Single Family,-72.56862,41.75366
2020-12-16,2020,Cheshire,5 CONTOUR DR,165260.0,290000.0,0.5698,Residential,Single Family,-72.89826,41.51604
2021-06-16,2020,Farmington,6 FARNHAM WAY,615910.0,1360000.0,0.4528,Residential,Single Family,-72.84241,41.75763
2021-08-10,2020,Granby,3 NESTOR WAY,190890.0,350000.0,0.5454,Residential,Single Family,,
2021-02-24,2020,Manchester,92 OAKLAND STREET,75300.0,130000.0,0.5792,Residential,Condo,,
2021-05-06,2020,Colchester,9 CHESTNUT HOLLOW RD,164000.0,275000.0,0.5963,Residential,Condo,-72.30607,41.57283
2021-08-10,2020,Chester,129 W MAIN ST,768480.0,630000.0,1.2198,Commercial,,,
2021-01-19,2020,Branford,91-93 IVY ST,198400.0,320000.0,0.62,Residential,Two Family,-72.81406,41.28639
2020-12-11,2020,Ansonia,33 HOLBROOK ST,127200.0,255000.0,0.4988,Residential,Two Family,-73.08937,41.34779
2021-06-08,2020,Darien,0 OLD OAK ROAD,60410.0,1420000.0,0.0425,Vacant Land,,,
2021-04-05,2020,Madison,125 TWIN BRIDGE RD & MAP 119/L,649200.0,1260000.0,0.5152,Residential,Single Family,-72.6726,41.34512
2021-09-17,2020,Enfield,69 LAURELS B13UC,136560.0,300000.0,0.4552,Residential,Condo,-72.58699,42.00467
2021-01-06,2020,Danbury,"2-4 BRIGHTON ST, 26 CANDLEWOOD",217000.0,525000.0,0.4133,Residential,Single Family,,
2020-10-06,2020,Groton,261 HIGH ST,264370.0,585000.0,0.45191453,Residential,Single Family,-71.97322,41.35831
2020-11-13,2020,Litchfield,1330 BANTAM RD,351280.0,788000.0,0.4457,Residential,Single Family,-73.26942,41.70941
2021-02-03,2020,East Haven,237 WARNER RD,183490.0,305000.0,0.6016,Residential,Single Family,-72.82277,41.36069
2021-06-14,2020,Griswold,91 LEHA AVE,112910.0,240000.0,0.470458333,Residential,Single Family,,
2021-09-24,2020,East Haddam,66 LONGWOOD DR,101760.0,241000.0,0.4222,Residential,Single Family,,
2020-11-23,2020,Madison,15 NUTMEG LN,196300.0,355000.0,0.5529,Residential,Single Family,,
2021-09-16,2020,Barkhamsted,54 PLEASANT VALLEY RD,118040.0,249900.0,0.4723,Residential,Single Family,-72.97941,41.91259
2020-12-24,2020,Greenwich,195 FIELD POINT ROAD,1820000.0,3900000.0,0.4666,Commercial,,-73.63174,41.02174
2021-09-22,2020,Coventry,1526 SOUTH ST,86200.0,181000.0,0.4762,Residential,Single Family,-72.31909,41.76111
2021-09-24,2020,Greenwich,45 ALEXANDER STREET,422380.0,630000.0,0.6704,Residential,Condo,-73.64188,41.01616
2021-06-17,2020,Greenwich,1 ECHO LANE,1065260.0,2050000.0,0.5196,Residential,Single Family,-73.62553,41.04757
2021-06-21,2020,Glastonbury,1688 MANCHESTER RD,171200.0,305000.0,0.5613,Residential,Single Family,-72.52554,41.72751
2021-06-23,2020,East Hartford,29 JUDSON AVE,98770.0,170000.0,0.581,Residential,Single Family,,
2021-03-08,2020,East Haddam,94 RIVER RD,56610.0,108000.0,0.5241,Vacant Land,,-72.43088,41.43337
2020-10-07,2020,Killingworth,1 COUNTRY CLUB TRAIL,44990.0,43500.0,1.034252874,Residential,Single Family,-72.56169,41.37702
2020-12-28,2020,Hartford,80 MADISON ST,73955.0,240000.0,0.3081,Residential,Two Family,,
2021-05-25,2020,Bloomfield,37 PROSPECT STREET,106190.0,235000.0,0.4518,Residential,Single Family,,
2021-06-07,2020,Bristol,187 MAPLE ST,112500.0,205000.0,0.5487,Residential,Three Family,-72.94201,41.68174
2021-03-26,2020,Manchester,159 DOWNEY DRIVE UNIT A,33100.0,55000.0,0.6018,Residential,Condo,-72.57717,41.77946
2021-04-05,2020,Bolton,51 BROOKFIELD RD,178500.0,37500.0,4.76,Residential,Single Family,-72.46834,41.79346
2021-08-13,2020,Manchester,179 HOMESTEAD STREET UNIT G2,37700.0,85000.0,0.4435,Residential,Condo,-72.53097,41.78754
2021-09-03,2020,Greenwich,30 MAHER AVENUE,1236970.0,800000.0,1.5462,Residential,Single Family,-73.62549,41.03694
2020-10-01,2020,Danbury,222 FRANKLIN ST EXT,185800.0,320000.0,0.5806,Residential,Single Family,-73.48618,41.40689
2021-09-27,2020,Ansonia,12 & 40 STATE ST,1414500.0,440000.0,3.214772727,Commercial,,,
2021-08-02,2020,East Hartford,11 MERCER AVE,98450.0,230000.0,0.428,Residential,Single Family,,
2021-07-26,2020,Mansfield,5B WHITE OAK CONDOS,39300.0,75000.0,0.524,Residential,Condo,-72.25035,41.77208
2020-10-07,2020,Manchester,28 ENGLEWOOD DRIVE,100500.0,175000.0,0.5742,Residential,Single Family,-72.55153,41.78206
2021-03-30,2020,Bristol,720 HILL ST,220170.0,355000.0,0.6201,Residential,Single Family,-72.97577,41.70054
2021-07-20,2020,Branford,15 BEACH PL,129100.0,310000.0,0.4164,Residential,Single Family,-72.80804,41.28774
2021-04-08,2020,Mansfield,191 BROOKSIDE RD,282300.0,375000.0,0.7528,Residential,Single Family,,
2021-06-01,2020,Chester,3 STORY HILL RD,154270.0,390000.0,0.395564103,Residential,Single Family,,
2021-04-13,2020,Greenwich,UND3 RIVER ROAD,5406590.0,60000.0,90.10983333,Commercial,,,
2021-06-09,2020,Killingworth,106 N TOWER HILL ROAD,198190.0,450000.0,0.4404,Residential,Single Family,,
2021-06-22,2020,Manchester,22 LAUREL STREET,142300.0,252000.0,0.5646,Residential,Three Family,,
2021-06-10,2020,Columbia,30 SAMUEL HILL ROAD,139300.0,255000.0,0.5462,Residential,Single Family,,
2021-04-07,2020,Derby,129 MT PLEASANT ST,106470.0,160000.0,0.6654,Residential,Single Family,-73.07914,41.3196
2020-12-18,2020,East Lyme,13 BRONSON ST,385280.0,208333.34,1.8493,Residential,Single Family,,
2021-07-15,2020,Burlington,117 VINEYARD RD,235410.0,457000.0,0.5151,Residential,Single Family,,
2021-09-01,2020,Danbury,96 GREAT PLAIN RD,172700.0,430000.0,0.4016,Residential,Single Family,-73.43958,41.42514
2021-06-01,2020,Coventry,101 LAKEWOOD DR,83800.0,180000.0,0.4655,Residential,Single Family,-72.32356,41.76691
2021-04-27,2020,East Haven,560 SILVER SANDS RD #1003,142150.0,285000.0,0.4987,Residential,Condo,,
2020-10-06,2020,Groton,87 VALLEY RD,121380.0,222186.0,0.546299047,Residential,Single Family,-72.05287,41.35503
2021-06-29,2020,Hampton,90 ESTABROOKS RD,142190.0,350000.0,0.4062,Residential,Single Family,,
2021-02-17,2020,Bristol,53 BOIVIN ST,123620.0,235000.0,0.526,Residential,Single Family,,
2021-07-12,2020,Mansfield,15 OLD WOOD RD,106900.0,209995.0,0.509,Residential,Single Family,,
2021-07-29,2020,Danbury,5 WATERVIEW DR,208900.0,520000.0,0.4017,Residential,Single Family,-73.45213,41.43095
2020-12-28,2020,Litchfield,OLD FARM RD,67310.0,95000.0,0.7085,Vacant Land,,,
2021-07-26,2020,Bridgewater,5 LEDGEWOOD LANE,143100.0,175000.0,0.8177,Vacant Land,,-73.36621,41.54489
2020-10-06,2020,Branford,39 PROSPECT HILL RD,1237800.0,2900000.0,0.4268,Residential,Single Family,-72.74485,41.26097
2021-03-01,2020,Bethel,34 PLEASANT STREET,172900.0,359000.0,0.4816,Residential,Single Family,-73.42912,41.37113
2020-10-13,2020,East Haddam,11 CLEARVIEW RD,69240.0,90000.0,0.7693,Residential,Single Family,,
2020-12-03,2020,Hebron,49 ATTAWANHOOD TRL,198500.0,325000.0,0.6107,Residential,Single Family,,
2021-01-05,2020,Griswold,156 COOK HILL RD,93310.0,204550.0,0.4561,Residential,Single Family,,
2021-04-27,2020,Ansonia,12 ELLS ST,124900.0,232000.0,0.5383,Residential,Single Family,-73.07755,41.35308
2020-12-16,2020,East Haven,26 KIMBERLY AVE,123070.0,239900.0,0.513,Residential,Single Family,,
2021-08-31,2020,Colchester,7 ORCHARD FARMS RD,213300.0,406000.0,0.5253,Residential,Single Family,,
2021-08-16,2020,Berlin,1676 BERLIN TPKE,345900.0,425000.0,0.8138,Commercial,,,
2021-03-11,2020,Danbury,230 DOGWOOD LA,16600.0,60000.0,0.2766,Residential,Single Family,-73.4256,41.43935
2021-01-07,2020,East Haven,270 LAUREL ST,117000.0,215000.0,0.5441,Residential,Single Family,-72.87004,41.2926
